"",Roots and Branches School,Shady Side Elementary,Creative City Public Charter School,Monarch Academy Annapolis ES,Millersville Elementary,Jacobsville Elementary,Odenton Elementary,Eutaw-Marshburn Elementary,George T. Cromwell Elementary,Lake Shore Elementary,Northwood Appold Community Academy,Freetown Elementary,Carl Sandburg Center,Nantucket Elementary,Oak Hill Elementary,Brooklyn Park Elementary,Sunset Elementary,Mayo Elementary,Solley Elementary,Crofton Meadows Elementary,Rippling Woods Elementary,Hillcrest Heights Elementary,Severn Elementary,Fort Smallwood Elementary,Arnold Elementary,High Point Elementary,Tyler Heights Elementary,Cape St. Claire Elementary,Quarterfield Elementary,Central Elementary,Lockerman Bundy Elementary,Traceys Elementary,Bodkin Elementary,Jessup Elementary,Davidsonville Elementary,Deale Elementary,Point Pleasant Elementary,Belvedere Elementary,Four Seasons Elementary,South Shore Elementary,Meade Heights Elementary,Hebron - Harman Elementary,Van Bokkelen Elementary,Eastport Elementary,Alexander Hamilton Elementary,Annapolis Elementary,Maryland City Elementary,Piney Orchard Elementary,Matthew A. Henson Elementary,Brock Bridge Elementary,Walter S. Mills - Parole Elementary,Severna Park Elementary,Glen Burnie Park Elementary,Hillsmere Elementary,Broadneck Elementary,Southgate Elementary,Manor View Elementary,Ridgeway Elementary,Hilltop Elementary,Park Elementary,Cora L. Rice Elementary,Robert W. Coleman Elementary,Oakwood Elementary,Clinton Grove Elementary,John H. Bayne Elementary,Richard Henry Lee Elementary,Germantown Elementary,Marley Elementary,Belle Grove Elementary,Linthicum Elementary,Glendale Elementary,Crofton Woods Elementary,Seven Oaks Elementary,Sparks Elementary,Pershing Hill Elementary,Waugh Chapel Elementary,Crofton Elementary,Georgetown East Elementary,Windsor Farm Elementary,Woodside Elementary,J. Frank Dent Elementary,Johnston Square Elementary,Oxon Hill Elementary,Folger Mckinsey Elementary,Lothian Elementary,Overlook Elementary,Edgewater Elementary,District Heights Elementary,Hilton Elementary,Riviera Beach Elementary,Hernwood Elementary,William Paca Elementary,Norrisville Elementary,Waldon Woods Elementary,Carmody Hills Elementary,Samuel Chase Elementary,Shipley's Choice Elementary,Waverley Elementary,Hawthorne Elementary,North Glen Elementary,Rosaryville Elementary,Benfield Elementary,Dr. Bernard Harris Sr. Elementary,White Oak School,Bradbury Heights Elementary,Edgecombe Circle Elementary,Harford Heights Elementary,Brehms Lane Public Charter School,James Mosher Elementary,Rose Valley Elementary,The Historic Samuel Coleridge-Taylor Elementary,G. Lisby Elementary at Hillsdale,Northview Elementary,Tayac Elementary,Frederick Elementary,Avalon Elementary,Pasadena Elementary,St Leonard Elementary,Patuxent Elementary,Sherwood Elementary,Barnaby Manor Elementary,Jones Elementary,Suitland Elementary,Rolling Knolls Elementary,Park Hall Elementary,West Annapolis Elementary,Dorothy I. Height Elementary School,Roye-Williams Elementary,Furman Templeton Preparatory Academy,Church Creek Elementary,Forest Hill Elementary,Forest Lakes Elementary,Cradlerock Elementary,Mary Ann Winterling Elementary at Bentalou,William S. James Elementary,Elmwood Elementary,Princeton Elementary,Patuxent Appeal Elementary Campus,Halstead Academy,Magnolia Elementary,Brandywine Elementary,Gwynns Falls Elementary,Springhill Lake Elementary,Liberty Elementary,Battle Grove Elementary,Sandy Plains Elementary,Lyndhurst Elementary,Middlesex Elementary,Daniel of St. Thomas Jenifer Elementary School,Glyndon Elementary,Bester Elementary,Sinclair Lane Elementary,Bay View Elementary,Kettering Elementary,Lake Arbor Elementary,Francis Scott Key Elementary,Mary B. Neal Elementary School,Allenwood Elementary,Melwood Elementary,Bond Mill Elementary,Ring Factory Elementary,Gilmor Elementary,Reisterstown Elementary,Oliver Beach Elementary,Garrett Park Elementary,Mattaponi Elementary,Mary Matula Elementary School,Kenilworth Elementary,Edgewood Elementary,North Forestville Elementary,Barack Obama Elementary,Cecil Elementary,"Mary Harris """"Mother"""" Jones Elementary",Fullerton Elementary,Dundalk Elementary,Panorama Elementary,Glenn Dale Elementary,Hollywood Elementary,Friendship Valley Elementary,Timber Grove Elementary,Mutual Elementary,Northfield Elementary,Beach Elementary,Hickory Elementary,North Bend Elementary,Riverside Elementary,James Ryder Randall Elementary,Damascus Elementary,Rock View Elementary,New Midway/Woodsboro Elementary,Dowell Elementary,Gardenville Elementary,Jones Lane Elementary,Joppatowne Elementary,Winfield Elementary,Dr. Gustavus Brown Elementary,Dallas F. Nicholas Sr. Elementary,Greenwood Elementary,Edgemere Elementary,Ritchie Park Elementary,Phyllis E. Williams Elementary,Featherbed Lane Elementary,Marlton Elementary,Swansfield Elementary,Baden Elementary,Winand Elementary,Deep Creek Elementary,Elkridge Elementary,Watkins Mill Elementary,Pleasant Plains Elementary,Seat Pleasant Elementary,St. Johns Lane Elementary,George Washington Elementary,Eva Turner Elementary School,DuFief Elementary,Port Towns Elementary,Sussex Elementary,Kemptown Elementary,The Green School,Darnestown Elementary,Walkersville Elementary,Cromwell Valley Elementary Technology,Middleborough Elementary,Greenbelt Elementary,Flower Valley Elementary,Vincent Farm Elementary,Northwood Elementary,Mechanicsville Elementary,College Gardens Elementary,Dogwood Elementary,William Beanes Elementary,Carroll Manor Elementary,Gale-Bailey Elementary School,William Paca/Old Post Road Elementary,Youths Benefit Elementary,Berry Elementary School,Mill Creek Towne Elementary,Wilson Wims Elementary School,Deer Crossing Elementary,Yellow Springs Elementary,Georgian Forest Elementary,Vansville Elementary,Halls Cross Roads Elementary,Kingsford Elementary,Woodmoor Elementary,Fairland Elementary,Lincolnshire Elementary,Riverview Elementary,Westowne Elementary,George Washington Carver Elementary,Mount Airy Elementary,Johnnycake Elementary,Tuscarora Elementary,Cool Spring Elementary,Pointer Ridge Elementary,Ridge Elementary,Sligo Creek Elementary,Atholton Elementary,High Bridge Elementary,Glen Haven Elementary,Carney Elementary,Harmony Hills Elementary,Oakleigh Elementary,Middletown Elementary,Chatsworth School,Thomson Estates Elementary,Relay Elementary,Laurel Elementary,Whetstone Elementary,Berlin Intermediate,Orems Elementary,Deerfield Elementary,Villa Cresta Elementary,Scotts Branch Elementary,Great Seneca Creek Elementary,J. C. Parks Elementary School,Broad Ford Elementary,Milbrook Elementary,Emmitsburg Elementary,Brunswick Elementary,Clemens Crossing Elementary,Valley Elementary,Cedarmere Elementary,Francis T. Evans Elementary,Riverdale Elementary,Barstow Elementary,Rachel Carson Elementary,Judge Sylvania W. Woods Sr. Elementary,Monocacy Elementary,Longfellow Elementary,Windy Hill Elementary,Charlesmont Elementary,James McHenry Elementary,Arcola Elementary,Stedwick Elementary,McCormick Elementary,Highland Park Elementary,Church Lane Elementary Technology,Worthington Elementary,Strawberry Knoll Elementary,Fountain Green Elementary,Red Pump Elementary School,Woodlin Elementary,Powhatan Elementary,Berkshire Elementary,Deal Island School,Wellwood International Elementary,Leeds Elementary,Candlewood Elementary,Perrywood Elementary,Pleasant Valley Elementary,Ducketts Lane,Deep Run Elementary
"1",-0.349770142759248,-0.321827294884224,-0.298076178334452,-0.28909143878862,-0.288602493223012,-0.278649852989064,-0.276567514379827,-0.260733751802377,-0.260196467076879,-0.253749091959767,-0.250914400359131,-0.24899841946613,-0.248742594058903,-0.242758092502375,-0.24143797908938,-0.232312580965798,-0.231407543082823,-0.230639320313199,-0.228325390157187,-0.226116393259433,-0.225282244460796,-0.222753807585204,-0.222619025864167,-0.219533990571113,-0.218914773627576,-0.217567806834441,-0.21623589780588,-0.214649726917054,-0.212366363807335,-0.209986339617478,-0.209284673730809,-0.20881232216507,-0.206515387670225,-0.205074995260466,-0.204884182306398,-0.203948928606444,-0.203656519955688,-0.20363333912772,-0.201133727514386,-0.200870968408164,-0.200225462598429,-0.198895288117148,-0.198504880619692,-0.196380757450357,-0.195346561071485,-0.193101496131788,-0.189103952125421,-0.186873379365055,-0.185144037684365,-0.182092985779044,-0.180784878466669,-0.178750561999788,-0.176819035645825,-0.176486959729559,-0.176167784906272,-0.173120488397846,-0.171587178939836,-0.169635633937001,-0.165566380655989,-0.164733496738366,-0.163961545581337,-0.163797483689195,-0.160593741468815,-0.159288303704281,-0.157729468418302,-0.157425724391408,-0.156844639670824,-0.156465179100415,-0.153653200854409,-0.153121902854229,-0.151381401602231,-0.149853906279637,-0.054561013929084,-0.145758300908816,-0.145669299878729,-0.14243781680355,-0.142123089966548,-0.139263829480714,-0.137198787074774,-0.135058437584897,-0.135010729741777,-0.133042121543871,-0.132488298631613,-0.130829431839371,-0.130121958540719,-0.126574708453862,-0.125950726861288,-0.123742659217514,-0.122665579975625,-0.122371007696811,-0.119485094196354,-0.00524381552900331,-0.115506613402083,-0.115309027794658,-0.113043111805522,-0.111768438682737,-0.11097508959856,-0.109460500492794,-0.107889565144365,-0.107797472139639,-0.105208621740369,-0.105094473822486,-0.104992765826931,-0.104113611640135,-0.101872621102979,-0.0998562752490334,-0.0991774702718054,-0.0990898213079545,-0.0982140773118954,-0.0967620689214346,-0.093869978982838,-0.0926149794217716,-0.0917277158180579,-0.0900193203957446,-0.0898128951943543,-0.089655983569837,-0.0887161438710785,-0.0876757021133564,-0.0866366726035397,-0.0862381269999836,-0.0860134114738608,-0.085026844287206,-0.0847130674694174,-0.0838243698337366,-0.0837661282585059,-0.0835232836186366,-0.0823710576951444,-0.0822465306460419,-0.0822464440170939,-0.0819153453280753,-0.0806042936323933,-0.0804062130740798,-0.0799169871174341,-0.0786252852199706,-0.0779799189188617,-0.0765044476635986,-0.0758767802333435,-0.0754877198436605,-0.0747891599494524,-0.0725202360488598,-0.0723843338933143,-0.0713316056207716,-0.0709753396338582,-0.070936631418563,-0.067244343935126,-0.0665828147574357,-0.0660060758099324,-0.0659052581657576,-0.0656273743790345,-0.0649332775357614,-0.0642821212210483,-0.0639070058606973,-0.0635705678007696,-0.0633796669183416,-0.0631832093002764,-0.0612964823305198,-0.0610996061294788,-0.060725545160896,-0.0601344798452259,-0.0598614120514989,-0.0595980882342584,-0.0592091687994026,-0.059137122439233,-0.0590117138561512,-0.0587179026357246,-0.0578287808571893,-0.0567299247578031,-0.0561746303268327,-0.0550104307421029,-0.0546704358623002,-0.0541452887202202,-0.0532242634678291,-0.0529892181226632,-0.0523910531124459,-0.0515170061843985,-0.0514835541326963,-0.0504971715568604,-0.0500340983503338,-0.0494284356019229,-0.0493051000940905,-0.0490729867332125,-0.0488782364077708,-0.0475443801470872,-0.0475404734537471,-0.0463950726616638,-0.0458907264320116,-0.0457748335360936,-0.0457230450556504,-0.0452754475734228,-0.0452369802157098,-0.0447981772740672,-0.0445514887561381,-0.0435008632316657,-0.0432509753699377,-0.0431986631251525,-0.0419750822223177,-0.041725913230053,-0.0415153061814955,-0.0412418986699197,-0.0409794435434861,-0.0405403599728657,-0.0405395799627639,-0.0402157335440047,-0.0399760641801466,-0.0393421972617339,-0.0387933134395874,-0.0386406861277492,-0.0386300272829014,-0.037932014707428,-0.0377238452546125,-0.0376499539015608,-0.0373670920291147,-0.0369819652978263,-0.0360233657667526,-0.0360008195422697,-0.0359436996298892,-0.0356702173370204,-0.0355423216429914,-0.035477735062938,-0.0350496990698001,-0.0346844374010114,-0.0342783425578044,-0.0337993777463944,-0.0328658787625142,-0.032414373109757,-0.0319782412478743,-0.0319726539450915,-0.0293816133742999,-0.0316424476443438,-0.0312916664128,-0.0312847608791163,-0.0303898116233351,-0.0296135086591024,-0.0296125615570518,-0.029553326412293,-0.0295092023944581,-0.0291674490933835,-0.0290670239075696,-0.0290516149571232,-0.0282084235764581,-0.0277455819027235,-0.0274058601627285,-0.0271806033360115,-0.0256678037523388,-0.0241398530114414,-0.0238019667535526,-0.0235862539410128,-0.0230014015153995,-0.0225869467407146,-0.0223264101121207,-0.0215814898194971,-0.0214159776898734,-0.0213054190626975,-0.0205174411634268,-0.0204289000121838,-0.0203153413398386,-0.0191637670351664,-0.0191078059559489,-0.0189363640662608,-0.0188708021168934,-0.0179992233658008,-0.0177939193147993,-0.0170433820385704,-0.0158013090583482,-0.0156643344549433,-0.0145340951670846,-0.0135374153077164,-0.0130360713283247,-0.0128574703432132,-0.0125443607747672,-0.0118152299235575,-0.0118109576779229,-0.0113862397099692,-0.0112587778494152,-0.0109593701916775,-0.0107167370587814,-0.0100478202677746,-0.0099796406600909,-0.00991868853313434,-0.00976132677553881,-0.00971302898312294,-0.00930466223811187,-0.0086262302814949,-0.00842719996881031,-0.00829224782713235,-0.00778062894626478,-0.00775317151970415,-0.00757416714064207,-0.00752110361136239,-0.00740142885221048,-0.0059826740310627,-0.00592949013508158,-0.00547981594275958,-0.00450637683431308,-0.00425577480496438,-0.00383991370831634,-0.0032665954806725,-0.00308863263842965,-0.00290898091684669,-0.002876876426953,-0.00282298393654644,-0.00260851542073506,-0.00259581203805054,-0.002326262551481,-0.00229744667398063,-0.00203389517594245,-0.00180665243785495,-0.00149060857103379,-0.001148482012363,-0.000984151810092287,-0.000785625115981041,-0.00041150923604052,-0.000127157728208615
