"",Academy of Health Sciences at PGCC,Western School of Technology & Env. Science,Baltimore Polytechnic Institute,Edmondson-Westside High,Northern Garrett High School,Snow Hill High,Bard High School Early College,Barbara Ingram School for the Arts,Baltimore City College,Carver Vocational-Technical High,Centennial High,Harford Technical High,Paint Branch High,Pocomoke High,High Point High,Western High,North Hagerstown High,Vivien T. Thomas Medical Arts Academy,Wheaton High,Marriotts Ridge High,Thomas S. Wootton High,Urbana High,River Hill High,Joppatowne High,Southern Garrett High School,Glenelg High,Smithsburg High,George W. Carver Center for Arts & Technology,Charles Herbert Flowers High,North Point High School,Mergenthaler Vocational-Technical High,Parkdale High,South Hagerstown High,Clear Spring High,Springbrook High,The Reach! Partnership School,Eleanor Roosevelt High,Oakdale High,Calvert High,Walkersville High,Cambridge-South Dorchester High School,Middletown High,Baltimore School for the Arts,Frederick Douglass High,Digital Harbor High School,Tuscarora High,Colonel Richardson High School,Patterson Mill High School,Sparrows Point High,Paul Laurence Dunbar High,Hammond High,Great Mills High,North Harford High,Liberty High,Kent County High,Poolesville High,Queen Anne's County High School,Fallston High,Winters Mill High,Westlake High School,Fort Hill High,Century High,Long Reach High,Gov. Thomas Johnson High,Augusta Fells Savage Institute of Visual Arts,C. Milton Wright High,Frederick High,Linganore High,La Plata High School,Coppin Academy,Bladensburg High,Francis Scott Key High,Hereford High,Pikesville High,Williamsport High,North Dorchester High School,Bel Air High,Meade High,Montgomery Blair High,Rockville High,Winston Churchill High,Wilde Lake High,Catoctin High,Wicomico High,Catonsville High,Oxon Hill High,Milford Mill Academy,South Carroll High,Chesapeake High,Brunswick High
"1",0.3458808177722,0.229829247461395,0.161642084182007,0.137959309538626,0.137347435841943,0.129213277291361,0.11656809301317,0.114323764171746,0.108298532803412,0.105164771227052,0.103709579503867,0.101015789793162,0.0999589755638729,0.0979572612177769,0.0978253880539478,0.0881825918878774,0.0879075501489818,0.0850387357829195,0.0798452281840971,0.0791863133795475,0.0783700098372045,0.0762921089607602,0.0758278310527532,0.0717235597320893,0.0701525353835423,0.0656422167914568,0.0651168656348165,0.062362065102452,0.0602277550725291,0.0588002239364066,0.0583484567263286,0.0578830093007311,0.0577601961199508,0.0565979779974698,0.0555203287618788,0.0542721566313397,0.0537058381871946,0.0505198565603928,0.0501066615630673,0.0496786052595797,0.04743651471795,0.0471931990668479,0.0462562920133433,0.0456114485429256,0.0436932855682084,0.0395610424613688,0.0383609263033597,0.0381474973374962,0.0374733618957764,0.0372382227716179,0.0344037154533135,0.0325264934990316,0.0305809733278684,0.0303190560062878,0.0302302068119992,0.0282362256080774,0.0278660069690827,0.0272547596700546,0.0270377330860944,0.0267495418286031,0.0266960785197111,0.0264800759055118,0.0253446937289822,0.0240670398536672,0.0223800256112207,0.0222754625705271,0.0213979982891697,0.0192463481351848,0.0189701066811545,0.0183055606651697,0.0180753490786391,0.0180695208427419,0.0176783703949386,0.0167710895077443,0.0165474106579428,0.0162329873122427,0.0156500751782398,0.0140786691086317,0.0136095260551797,0.0132406209123607,0.0130813039423076,0.0118721171706329,0.010285077081715,0.0098218863446389,0.00825671442198765,0.00542897862231474,0.00482670330223421,0.00457118198000755,0.00179367657192284,0.00115268380279043
