"",Crossland High,Surrattsville High,Dr. Henry A. Wise  Jr. High,Gwynn Park High,Central High,Kenwood High IB and Sports Science,Friendly High,North East High,Potomac High,Reginald F. Lewis High School,Lansdowne High & Academy of Finance,Perryville High,Gaithersburg High,Largo High,Maurice J. McDonough High School,Damascus High,Patapsco High & Center for Arts,Col. Zadok Magruder High,Bohemia Manor High,Richard Montgomery High,Owings Mills High,Patterson High,Overlea High & Academy of Finance,Glen Burnie High,Laurel High,Achievement Academy Harbor City High,Rising Sun High,Quince Orchard High,Woodlawn High Center for Pre-Eng. Res.,Northeast High,Bowie High,Franklin High,Suitland High,Arundel High,Parkville High & Center for Math/Science,Frederick Douglass High,North County High,Elkton High,Chopticon High,Benjamin Franklin High School at Masonville Cove,Perry Hall High,Albert Einstein High,Loch Raven High,Parkside High,Randallstown High,Broadneck High,City Neighbors High School,James M. Bennett High,Watkins Mill High,Duval High,South River High,Thomas Stone High School,Sherwood High,Walt Whitman High,Dundalk High,Clarksburg High,Seneca Valley High,Northern High,Northwestern High,John F. Kennedy High,Fairmont Heights High,Howard High,Southern High,Mountain Ridge High School,Henry E. Lackey High School,James Hubert Blake High,Northwest High,Chesapeake High,Manchester Valley High,Leonardtown High,Easton High,Havre de Grace High,Renaissance Academy,Westminster High,Atholton High,Independence School Local I,Bethesda-Chevy Chase High,Northwood High School,St. Charles High School,Old Mill High,Kent Island High School,Aberdeen High,Huntingtown High School,Edgewood High,New Town High,Forest Park High,Towson High Law & Public Policy,North Caroline High School,Walter Johnson High,Annapolis High,Stephen Decatur High,Mount Hebron High,Allegany High,Patuxent High,Reservoir High,Severna Park High,Oakland Mills High,Boonsboro High,Dulaney High
"1",-0.158933190080889,-0.148022869003995,-0.138333948411077,-0.130080064231248,-0.125884663713465,-0.113821421356862,-0.113165762695517,-0.110302225666194,-0.110258748969647,-0.107980446057559,-0.101126757586568,-0.0985801219914258,-0.0952618795700492,-0.093222464507184,-0.0914832670002673,-0.0892392871736274,-0.087947958442829,-0.0878668569581094,-0.0846980180176694,-0.0844518034378065,-0.0839889787024965,-0.0814260906471621,-0.0801941933573233,-0.0796382563533877,-0.0759482437241257,-0.0727414120252845,-0.0727413966132921,-0.0696903489401637,-0.0690440073070574,-0.0672443701250987,-0.0667993124084999,-0.0635766930376623,-0.0633165096295349,-0.0612818096081722,-0.0600960343424441,-0.0584270348807535,-0.056805485922585,-0.0562404314434776,-0.0559621697056219,-0.0550421415079208,-0.0542151170815978,-0.0539460258470695,-0.0514959510099379,-0.0509796631822988,-0.049661122142476,-0.0485444990276744,-0.0483723581784528,-0.0480967267477836,-0.0479406075080618,-0.0449710209000425,-0.0440197509485149,-0.0434668213355532,-0.0416362653014941,-0.0406218676045672,-0.0402791299874388,-0.0342041125466458,-0.0333149567069102,-0.0320336738869464,-0.0320330814940043,-0.0291929185336483,-0.0279989859364162,-0.0274199864157594,-0.0266146367924663,-0.0259550341614521,-0.0255035408341584,-0.0249205350917402,-0.0245024635284129,-0.0226757128121178,-0.0226083396714421,-0.0193504386761391,-0.0174392444076769,-0.0171908908898127,-0.016734969543698,-0.0166831040879836,-0.0165664995465482,-0.015645326789451,-0.0154300006438393,-0.0144585991208692,-0.0138045552593344,-0.0124739864253895,-0.0115780538245831,-0.0100095502371727,-0.00911137551763488,-0.00886506555231837,-0.00886145630514293,-0.0085263979247738,-0.00711462599766372,-0.00641887964061179,-0.00611499014607308,-0.00505696438104548,-0.00487442612042496,-0.00439498411170478,-0.00435457541463447,-0.00396791718166772,-0.00384624829435214,-0.00361316774735772,-0.0032878524529892,-0.00227779730977282,-0.00200331669992423
