"",Clear Spring Middle,Boonsboro Middle,Stadium School,Westmar Middle,Smithsburg Middle,Kenmoor Middle,The Crossroads School,Burleigh Manor Middle School,Hyattsville Middle,Herbert Hoover Middle,Theodore G. Davis Middle School,Mount View Middle,Mill Creek Middle,Col. E. Brooke Lee Middle,Springfield Middle,Northern Middle School,Takoma Park Middle School,Colonel Richardson Middle School,West Frederick Middle,Folly Quarter Middle,Buck Lodge Middle,Central Middle,E. Russell Hicks Middle,Lime Kiln Middle,Elkton Middle,Clarksville Middle,Northwest Middle,James Madison Middle,Centreville Middle School,Greenbelt Middle,Southern Middle School,White Oak Middle,Severna Park Middle,Benjamin Stoddert Middle,Hammond Middle School,Cherry Hill Middle,Spring Ridge Middle,Washington Middle,Mace's Lane Middle School,Ellicott Mills Middle,Charles Carroll Middle,Wicomico Middle,Northern Middle,North Bethesda Middle,Gwynn Park Middle,Marley Middle,Francis Scott Key Middle,Sykesville Middle,Patuxent Valley Middle,Windy Hill Middle,Middletown Middle,Lake Elkhorn Middle,Sligo Middle,Mount Airy Middle,Mayfield Woods Middle,Urbana Middle,Magothy River Middle,Thomas Viaduct,Parkland Middle,Nicholas Orem Middle,Dunloggin Middle,Braddock Middle,Leonardtown Middle,William Wirt Middle,Lockerman Middle School,Bennett Middle,Thomas Johnson Middle,Westland Middle,Martin Luther King Jr. Middle,Oklahoma Road Middle,Bonnie Branch Middle,Rocky Hill Middle,Salisbury Middle,A. Mario Loiederman Middle,Shiloh Middle,Tilden Middle School,Banneker Blake Academy for Arts and Sciences,Robert Frost Middle School,Samuel Ogle Middle,Murray Hill Middle,Julius West Middle,Cabin John Middle School,Elkridge Landing Middle,Thomas W. Pyle Middle School,Hereford Middle,Western Heights Middle,Benjamin Tasker Middle School,Mount Savage Middle,Hallie Wells Middle School,Dumbarton Middle,Eastern Middle School,Matapeake Middle School,Oakland Mills Middle,Glenwood Middle,Stephen Decatur Middle,Windsor Mill Middle,Briggs Chaney Middle,Benjamin Banneker Middle,Wiley H. Bates Middle,Oxon Hill Middle,G. James Gholson Middle,Meade Middle,Sudbrook Magnet Middle,Redland Middle,Westminster West Middle,Afya Public Charter School,Plum Point Middle
"1",0.229156143458187,0.192633543100648,0.160867029451343,0.160015176526467,0.154496114302398,0.138817107986266,0.129770563783016,0.120446483049362,0.117027054181411,0.106612608345299,0.10559522926088,0.102468502127466,0.0978780731028511,0.0954854386720558,0.0953663747646241,0.09404609034199,0.0906138438716228,0.0882222035366421,0.0881463973340082,0.0849483643259799,0.0833632023717365,0.078277031844364,0.0780897591428962,0.0766179595080965,0.0746701191450923,0.0746550461999804,0.0732437064214117,0.0714752702341587,0.0676787999033854,0.067576562439356,0.0671210568537255,0.0666128717242073,0.0659468083071442,0.0635971042924972,0.0627484922954497,0.0620647134316278,0.056331286361102,0.0553417246778133,0.0550708141789051,0.0545796043418449,0.0542566534720942,0.0534102993789885,0.014685401893109,0.0523931805382115,0.0510459340972615,0.0500345686977984,0.0485409917161098,0.0484819073667387,0.0471668693564063,0.0454409747624866,0.0451785586344217,0.0439628276113856,0.0437838867591134,0.0434528130475783,0.0429165354786746,0.042495656254487,0.0402865753492263,0.0397393635883285,0.0388625367407947,0.0380619793210807,0.0360823116044113,0.0328599140235966,0.0312242879310931,0.0311759194999765,0.0305969540560733,0.0291816425277714,0.0290688441111016,0.029025498634561,0.0289869734303256,0.0269659538976784,0.0258393119842355,0.0253767490987589,0.0221500363873522,0.0219650224725578,0.0219443289019226,0.0213526386429003,0.0209641902872898,0.0207092025545085,0.0204430018800516,0.0187426071065971,0.0172199102418646,0.0158333732750343,0.0157603108793785,0.0154431110899928,0.0145402582730191,0.01361961533635,0.0127499450610989,0.0124984173622447,0.0119333197084784,0.0115604182023082,0.0113285872164552,0.00976514687167012,0.00976335449859037,0.00917321856829346,0.00907662696787005,0.00809689645464275,0.00793735669997254,0.00757246121019808,0.00705590974654539,0.00704414655805211,0.00624120193866797,0.00543917802895757,0.00469856570387413,0.00419240967496304,0.00360848226447909,0.00328435274460108,0.00227651970771955
