"",Franklin Middle,Booker T. Washington Middle,Milton M. Somers Middle School,Stemmers Run Middle,Walkersville Middle,Margaret Brent Middle,Southwest Academy,Brunswick Middle,New Market Middle,John Hanson Middle School,Aberdeen Middle,Ballenger Creek Middle,Dundalk Middle,Middle River Middle,Thurgood Marshall Middle School,Thurmont Middle,John T. Baker Middle School,Arbutus Middle,George Fox Middle,Northwest Academy of Health Sciences,MacArthur Middle,General John Stricker Middle,Isaac J. Gourdine Middle,Bel Air Middle,Southampton Middle,Deer Park Middle Magnet School,Benjamin Stoddert Middle School,Loch Raven Technical Academy,John H. Poole Middle,Stevensville Middle School,Sparrows Point Middle,Catonsville Middle,Forest Oak Middle,Bohemia Manor Middle,Matthew Henson Middle School,Golden Ring Middle,Windsor Knolls Middle,Pine Grove Middle,Fallston Middle School,Gov. Thomas Johnson Middle,Ridgeview Middle,Drew Freeman Middle,Easton Middle,Havre de Grace Middle,Walker Mill Middle,Esperanza Middle,Magnolia Middle,Lindale Middle,Gaithersburg Middle,Kent County Middle School,Stephen Decatur Middle,Rising Sun Middle School,Rosa M. Parks Middle,Montgomery Village Middle School,Wilde Lake Middle,Roberto W. Clemente Middle,Kingsview Middle,Argyle Middle,Deep Creek Middle,Parkville Middle & Center of Technology,Crestwood Middle,Old Mill Middle South,Old Mill Middle North,Edgewood Middle,Earle B. Wood Middle,Southern Middle,Monocacy Middle,Cockeysville Middle,Chesapeake Bay Middle,William H. Farquhar Middle,Neelsville Middle,North Harford Middle,Shady Grove Middle,Vanguard Collegiate Middle School,Calvert Middle,North East Middle,Woodlawn Middle,Arundel Middle,Perry Hall Middle,Pikesville Middle,Lansdowne Middle,Dwight D. Eisenhower Middle,Perryville Middle,Kettering Middle,Newport Mill Middle,Piccowaxen Middle School,Annapolis Middle,Martin Luther King Jr. Middle,Patterson Mill Middle School,General Smallwood Middle School,Westminster East Middle,Lakelands Park Middle,North Dorchester Middle School,Harpers Choice Middle,Mattawoman Middle School,Oakdale Middle,Crofton Middle,Silver Spring International Middle,Severn River Middle,North Carroll Middle,Brooklyn Park Middle,Corkran Middle School,Ridgely Middle,Patapsco Middle,Ernest Everett Just Middle
"1",-0.203624484732742,-0.167824847390961,-0.153728114822531,-0.134612266679598,-0.133508224040645,-0.124511058318758,-0.118544410790366,-0.1152186245227,-0.114169446037164,-0.108496229500338,-0.105818288668206,-0.102207911204142,-0.0984097739049703,-0.096756874865168,-0.0964165669085406,-0.0855220656472794,-0.0854620415469078,-0.0835299249477786,-0.0830504680367753,-0.0824351155178569,-0.0820049909000969,-0.0811076654869516,-0.0800282783194056,-0.0789877713786982,-0.0738157875608869,-0.0719519919987789,-0.0715323145382607,-0.0693843784237124,-0.0690884605536185,-0.066973098136205,-0.0641331492082828,-0.0639111025755637,-0.0635165325618897,-0.0632278353186731,-0.0616681328965994,-0.059878159950474,-0.0595932943380453,-0.0594055268470983,-0.0589780387559013,-0.0584662996656912,-0.0580960954774725,-0.0576390617841937,-0.0574632119059952,-0.0574099557724401,-0.0573637647180124,-0.0542194906099142,-0.0525644908988299,-0.0524606004726984,-0.0503891764592223,-0.049798654141219,-0.0481089403870269,-0.0470297403897258,-0.0457699746163914,-0.0455756343208333,-0.0451299597640844,-0.0435999899617528,-0.0432768936167786,-0.0431709444485752,-0.0431176689033398,-0.0413386877260544,-0.0393845120229549,-0.0393805310064828,-0.038243992252943,-0.0377658818793543,-0.0368372873519749,-0.0145566934419873,-0.0335503680237299,-0.0319248152691848,-0.0313899061230802,-0.0313427874804404,-0.0302687587692661,-0.0283342779647962,-0.0277746425218953,-0.0277267501621294,-0.0275643360902799,-0.0268867713534945,-0.0265338368293958,-0.0238247586683171,-0.0232515175462805,-0.0222235256921641,-0.0205769399157607,-0.0204845591960173,-0.0203439380209313,-0.0193102932770958,-0.0191830151002496,-0.018968790899107,-0.0149748467614445,-0.0146994726297285,-0.014375520742629,-0.0137399513172158,-0.0130312900023756,-0.00798189498223544,-0.00780172724349226,-0.00679388491711073,-0.0061964844469862,-0.00536254750468345,-0.00462567803655315,-0.00435089127328831,-0.0033527307810001,-0.00328362692439716,-0.00315724803672934,-0.0027416057505807,-0.00123077398082876,-0.000986711442303719,-0.000584022744942932
