"",Clear Spring Middle,Franklin Middle,Boonsboro Middle,Booker T. Washington Middle,Stadium School,Westmar Middle,Smithsburg Middle,Milton M. Somers Middle School,Kenmoor Middle,Stemmers Run Middle,Walkersville Middle,The Crossroads School,Margaret Brent Middle,Burleigh Manor Middle School,Southwest Academy,Hyattsville Middle,Brunswick Middle,New Market Middle,John Hanson Middle School,Herbert Hoover Middle,Aberdeen Middle,Theodore G. Davis Middle School,Mount View Middle,Ballenger Creek Middle,Dundalk Middle,Mill Creek Middle,Middle River Middle,Thurgood Marshall Middle School,Col. E. Brooke Lee Middle,Springfield Middle,Northern Middle School,Takoma Park Middle School,Colonel Richardson Middle School,West Frederick Middle,Thurmont Middle,John T. Baker Middle School,Folly Quarter Middle,Arbutus Middle,Buck Lodge Middle,George Fox Middle,Northwest Academy of Health Sciences,MacArthur Middle,General John Stricker Middle,Isaac J. Gourdine Middle,Bel Air Middle,Central Middle,E. Russell Hicks Middle,Lime Kiln Middle,Elkton Middle,Clarksville Middle,Southampton Middle,Northwest Middle,Deer Park Middle Magnet School,Benjamin Stoddert Middle School,James Madison Middle,Loch Raven Technical Academy,John H. Poole Middle,Centreville Middle School,Greenbelt Middle,Southern Middle School,Stevensville Middle School,White Oak Middle,Severna Park Middle,Sparrows Point Middle,Catonsville Middle,Benjamin Stoddert Middle,Forest Oak Middle,Bohemia Manor Middle,Hammond Middle School,Cherry Hill Middle,Matthew Henson Middle School,Golden Ring Middle,Windsor Knolls Middle,Pine Grove Middle,Fallston Middle School,Gov. Thomas Johnson Middle,Ridgeview Middle,Drew Freeman Middle,Easton Middle,Havre de Grace Middle,Walker Mill Middle,Spring Ridge Middle,Washington Middle,Mace's Lane Middle School,Ellicott Mills Middle,Charles Carroll Middle,Esperanza Middle,Wicomico Middle,Northern Middle,Magnolia Middle,Lindale Middle,North Bethesda Middle,Gwynn Park Middle,Gaithersburg Middle,Marley Middle,Kent County Middle School,Francis Scott Key Middle,Sykesville Middle,Stephen Decatur Middle,Patuxent Valley Middle,Rising Sun Middle School,Rosa M. Parks Middle,Montgomery Village Middle School,Windy Hill Middle,Middletown Middle,Wilde Lake Middle,Lake Elkhorn Middle,Sligo Middle,Roberto W. Clemente Middle,Mount Airy Middle,Kingsview Middle,Argyle Middle,Deep Creek Middle,Mayfield Woods Middle,Urbana Middle,Parkville Middle & Center of Technology,Magothy River Middle,Thomas Viaduct,Crestwood Middle,Old Mill Middle South,Parkland Middle,Old Mill Middle North,Nicholas Orem Middle,Edgewood Middle,Earle B. Wood Middle,Dunloggin Middle,Southern Middle,Monocacy Middle,Braddock Middle,Cockeysville Middle,Chesapeake Bay Middle,William H. Farquhar Middle,Leonardtown Middle,William Wirt Middle,Lockerman Middle School,Neelsville Middle,Bennett Middle,Thomas Johnson Middle,Westland Middle,Martin Luther King Jr. Middle,North Harford Middle,Shady Grove Middle,Vanguard Collegiate Middle School,Calvert Middle,Oklahoma Road Middle,North East Middle,Woodlawn Middle,Bonnie Branch Middle,Rocky Hill Middle,Arundel Middle,Perry Hall Middle,Pikesville Middle,Salisbury Middle,A. Mario Loiederman Middle,Shiloh Middle,Tilden Middle School,Banneker Blake Academy for Arts and Sciences,Robert Frost Middle School,Lansdowne Middle,Dwight D. Eisenhower Middle,Samuel Ogle Middle,Perryville Middle,Kettering Middle,Newport Mill Middle,Piccowaxen Middle School,Murray Hill Middle,Julius West Middle,Cabin John Middle School,Elkridge Landing Middle,Thomas W. Pyle Middle School,Annapolis Middle,Hereford Middle,Patterson Mill Middle School,General Smallwood Middle School,Western Heights Middle,Westminster East Middle,Benjamin Tasker Middle School,Mount Savage Middle,Hallie Wells Middle School,Dumbarton Middle,Eastern Middle School,Matapeake Middle School,Oakland Mills Middle,Glenwood Middle,Windsor Mill Middle,Lakelands Park Middle,Briggs Chaney Middle,North Dorchester Middle School,Benjamin Banneker Middle,Wiley H. Bates Middle,Oxon Hill Middle,Harpers Choice Middle,G. James Gholson Middle,Mattawoman Middle School,Meade Middle,Oakdale Middle,Sudbrook Magnet Middle,Crofton Middle,Silver Spring International Middle,Redland Middle,Westminster West Middle,Severn River Middle,Afya Public Charter School,North Carroll Middle,Brooklyn Park Middle,Corkran Middle School,Plum Point Middle,Ridgely Middle,Patapsco Middle,Ernest Everett Just Middle
"1",0.229156143458187,-0.203624484732742,0.192633543100648,-0.167824847390961,0.160867029451343,0.160015176526467,0.154496114302398,-0.153728114822531,0.138817107986266,-0.134612266679598,-0.133508224040645,0.129770563783016,-0.124511058318758,0.120446483049362,-0.118544410790366,0.117027054181411,-0.1152186245227,-0.114169446037164,-0.108496229500338,0.106612608345299,-0.105818288668206,0.10559522926088,0.102468502127466,-0.102207911204142,-0.0984097739049703,0.0978780731028511,-0.096756874865168,-0.0964165669085406,0.0954854386720558,0.0953663747646241,0.09404609034199,0.0906138438716228,0.0882222035366421,0.0881463973340082,-0.0855220656472794,-0.0854620415469078,0.0849483643259799,-0.0835299249477786,0.0833632023717365,-0.0830504680367753,-0.0824351155178569,-0.0820049909000969,-0.0811076654869516,-0.0800282783194056,-0.0789877713786982,0.078277031844364,0.0780897591428962,0.0766179595080965,0.0746701191450923,0.0746550461999804,-0.0738157875608869,0.0732437064214117,-0.0719519919987789,-0.0715323145382607,0.0714752702341587,-0.0693843784237124,-0.0690884605536185,0.0676787999033854,0.067576562439356,0.0671210568537255,-0.066973098136205,0.0666128717242073,0.0659468083071442,-0.0641331492082828,-0.0639111025755637,0.0635971042924972,-0.0635165325618897,-0.0632278353186731,0.0627484922954497,0.0620647134316278,-0.0616681328965994,-0.059878159950474,-0.0595932943380453,-0.0594055268470983,-0.0589780387559013,-0.0584662996656912,-0.0580960954774725,-0.0576390617841937,-0.0574632119059952,-0.0574099557724401,-0.0573637647180124,0.056331286361102,0.0553417246778133,0.0550708141789051,0.0545796043418449,0.0542566534720942,-0.0542194906099142,0.0534102993789885,0.014685401893109,-0.0525644908988299,-0.0524606004726984,0.0523931805382115,0.0510459340972615,-0.0503891764592223,0.0500345686977984,-0.049798654141219,0.0485409917161098,0.0484819073667387,0.00907662696787005,0.0471668693564063,-0.0470297403897258,-0.0457699746163914,-0.0455756343208333,0.0454409747624866,0.0451785586344217,-0.0451299597640844,0.0439628276113856,0.0437838867591134,-0.0435999899617528,0.0434528130475783,-0.0432768936167786,-0.0431709444485752,-0.0431176689033398,0.0429165354786746,0.042495656254487,-0.0413386877260544,0.0402865753492263,0.0397393635883285,-0.0393845120229549,-0.0393805310064828,0.0388625367407947,-0.038243992252943,0.0380619793210807,-0.0377658818793543,-0.0368372873519749,0.0360823116044113,-0.0145566934419873,-0.0335503680237299,0.0328599140235966,-0.0319248152691848,-0.0313899061230802,-0.0313427874804404,0.0312242879310931,0.0311759194999765,0.0305969540560733,-0.0302687587692661,0.0291816425277714,0.0290688441111016,0.029025498634561,-0.0146994726297285,-0.0283342779647962,-0.0277746425218953,-0.0277267501621294,-0.0275643360902799,0.0269659538976784,-0.0268867713534945,-0.0265338368293958,0.0258393119842355,0.0253767490987589,-0.0238247586683171,-0.0232515175462805,-0.0222235256921641,0.0221500363873522,0.0219650224725578,0.0219443289019226,0.0213526386429003,0.0209641902872898,0.0207092025545085,-0.0205769399157607,-0.0204845591960173,0.0204430018800516,-0.0203439380209313,-0.0193102932770958,-0.0191830151002496,-0.018968790899107,0.0187426071065971,0.0172199102418646,0.0158333732750343,0.0157603108793785,0.0154431110899928,-0.0149748467614445,0.0145402582730191,-0.014375520742629,-0.0137399513172158,0.01361961533635,-0.0130312900023756,0.0127499450610989,0.0124984173622447,0.0119333197084784,0.0115604182023082,0.0113285872164552,0.00976514687167012,0.00976335449859037,0.00917321856829346,0.00809689645464275,-0.00798189498223544,0.00793735669997254,-0.00780172724349226,0.00757246121019808,0.00705590974654539,0.00704414655805211,-0.00679388491711073,0.00624120193866797,-0.0061964844469862,0.00543917802895757,-0.00536254750468345,0.00469856570387413,-0.00462567803655315,-0.00435089127328831,0.00419240967496304,0.00360848226447909,-0.0033527307810001,0.00328435274460108,-0.00328362692439716,-0.00315724803672934,-0.0027416057505807,0.00227651970771955,-0.00123077398082876,-0.000986711442303719,-0.000584022744942932
